Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price Parsed,Sale Price Parsed,Budget Parsed,Discounts Parsed,Sales Parsed,COGS Parsed,Profit Parsed,Date_ISO
Midmarket,Mexico,Paseo,High,1984,9920,10,15,29760,3273.6,26486.4,19840,2020-03-05
Enterprise,France,Paseo,High,2441,146460,10,125,305125,33563.75,271561.25,292920,2020-05-05
Government,Germany,Paseo,High,2992,14960,10,20,59840,6582.4,53257.6,29920,2021-05-23
Small Business,Canada,Paseo,High,1366,170750,10,300,409800,45078,364722,341500,2018-12-22
Government,France,Velo,High,2805,14025,120,20,56100,6171,49929,28050,2020-09-19
Midmarket,Mexico,Velo,High,655,3275,120,15,9825,1080.75,8744.25,6550,2019-04-12
Government,Mexico,Velo,High,344,44720,120,350,120400,13244,107156,89440,2020-09-14
Government,Canada,Velo,High,1808,4520,120,7,12656,1392.16,11263.84,9040,2020-01-14
Channel Partners,France,VTT,High,1734,2601,250,12,20808,2288.88,18519.12,5202,2020-02-17
Enterprise,Mexico,VTT,High,554,33240,250,125,69250,7617.5,61632.5,66480,2020-04-28
Government,Canada,VTT,High,2935,14675,250,20,58700,6457,52243,29350,2021-08-10
Enterprise,Germany,Amarilla,High,3165,189900,260,125,395625,43518.75,352106.25,379800,2020-06-10
Government,Mexico,Amarilla,High,2629,13145,260,20,52580,5783.8,46796.2,26290,2020-06-27
Enterprise,France,Amarilla,High,1433,85980,260,125,179125,19703.75,159421.25,171960,2019-10-28
Enterprise,Mexico,Amarilla,High,947,56820,260,125,118375,13021.25,105353.75,113640,2021-07-09
Government,Mexico,Amarilla,High,344,44720,260,350,120400,13244,107156,89440,2020-12-05
Midmarket,Mexico,Amarilla,High,2157,10785,260,15,32355,3559.05,28795.95,21570,2019-04-07
Government,United States of America,Paseo,High,380,950,10,7,2660,292.6,2367.4,1900,2019-03-01
Government,Mexico,Carretera,High,886,115180,3,350,310100,37212,272888,230360,2019-01-07
Enterprise,Canada,Carretera,High,2416,144960,3,125,302000,36240,265760,289920,2020-09-11
Enterprise,Mexico,Carretera,High,2156,129360,3,125,269500,32340,237160,258720,2021-02-21
Midmarket,Canada,Carretera,High,2689,13445,3,15,40335,4840.2,35494.8,26890,2019-12-12
Midmarket,United States of America,Montana,High,677,3385,5,15,10155,1218.6,8936.4,6770,2019-06-12
Small Business,France,Montana,High,1773,221625,5,300,531900,63828,468072,443250,2020-06-24
Government,Mexico,Montana,High,2420,6050,5,7,16940,2032.8,14907.2,12100,2020-01-30
Government,Canada,Montana,High,2734,6835,5,7,19138,2296.56,16841.44,13670,2018-11-28
Government,Mexico,Montana,High,1715,8575,5,20,34300,4116,30184,17150,2021-02-25
Small Business,France,Montana,High,1186,148250,5,300,355800,42696,313104,296500,2020-02-14
Small Business,United States of America,Paseo,High,3495,436875,10,300,1048500,125820,922680,873750,2020-04-11
Government,Mexico,Paseo,High,886,115180,10,350,310100,37212,272888,230360,2018-11-12
Enterprise,Mexico,Paseo,High,2156,129360,10,125,269500,32340,237160,258720,2021-06-06
Government,Mexico,Paseo,High,905,4525,10,20,18100,2172,15928,9050,2021-03-17
Government,Mexico,Paseo,High,1715,8575,10,20,34300,4116,30184,17150,2020-09-25
Government,France,Paseo,High,1594,207220,10,350,557900,66948,490952,414440,2021-04-13
Small Business,Germany,Paseo,High,1359,169875,10,300,407700,48924,358776,339750,2019-03-09
Small Business,Mexico,Paseo,High,2150,268750,10,300,645000,77400,567600,537500,2021-02-04
Government,Mexico,Paseo,High,1197,155610,10,350,418950,50274,368676,311220,2020-11-11
Midmarket,Mexico,Paseo,High,380,1900,10,15,5700,684,5016,3800,2021-08-19
Government,Mexico,Paseo,High,1233,6165,10,20,24660,2959.2,21700.8,12330,2020-10-06
Government,Mexico,Velo,High,1395,181350,120,350,488250,58590,429660,362700,2020-09-20
Government,United States of America,Velo,High,986,128180,120,350,345100,41412,303688,256360,2018-12-06
Government,Mexico,Velo,High,905,4525,120,20,18100,2172,15928,9050,2021-03-17
Channel Partners,Canada,VTT,High,2109,3163.5,250,12,25308,3036.96,22271.04,6327,2019-11-17
Midmarket,France,VTT,High,3874,19372.5,250,15,58117.5,6974.1,51143.4,38745,2020-04-18
Government,Canada,VTT,High,623,80990,250,350,218050,26166,191884,161980,2019-07-07
Government,United States of America,VTT,High,986,128180,250,350,345100,41412,303688,256360,2019-05-29
Enterprise,United States of America,VTT,High,2387,143220,250,125,298375,35805,262570,286440,2019-03-07
Government,Mexico,VTT,High,1233,6165,250,20,24660,2959.2,21700.8,12330,2020-12-16
Government,United States of America,Amarilla,High,270,35100,260,350,94500,11340,83160,70200,2019-07-02
Government,France,Amarilla,High,3421,8553.75,260,7,23950.5,2874.06,21076.44,17107.5,2020-11-14
Government,Canada,Amarilla,High,2734,6835,260,7,19138,2296.56,16841.44,13670,2021-04-04
Midmarket,United States of America,Amarilla,High,2548,12740,260,15,38220,4586.4,33633.6,25480,2019-07-26
Government,France,Carretera,High,2521,12607.5,3,20,50430,6051.6,44378.4,25215,2020-07-05
Channel Partners,Mexico,Montana,High,2661,3991.5,5,12,31932,3831.84,28100.16,7983,2019-01-04
Government,Germany,Paseo,High,1531,7655,10,20,30620,3674.4,26945.6,15310,2020-01-20
Government,France,VTT,High,1491,3727.5,250,7,10437,1252.44,9184.56,7455,2020-06-28
Government,Germany,VTT,High,1531,7655,250,20,30620,3674.4,26945.6,15310,2021-07-25
Channel Partners,Canada,Amarilla,High,2761,4141.5,260,12,33132,3975.84,29156.16,8283,2018-11-19
Midmarket,United States of America,Carretera,High,2567,12835,3,15,38505,5005.65,33499.35,25670,2021-07-23
Midmarket,United States of America,VTT,High,2567,12835,250,15,38505,5005.65,33499.35,25670,2020-11-18
Government,Canada,Carretera,High,923,119990,3,350,323050,41996.5,281053.5,239980,2018-12-04
Government,France,Carretera,High,1790,232700,3,350,626500,81445,545055,465400,2018-12-10
Government,Germany,Carretera,High,442,2210,3,20,8840,1149.2,7690.8,4420,2021-08-25
Government,United States of America,Montana,High,982,127725,5,350,343875,44703.75,299171.25,255450,2019-09-24
Government,United States of America,Montana,High,1298,3245,5,7,9086,1181.18,7904.82,6490,2021-07-05
Channel Partners,Mexico,Montana,High,604,906,5,12,7248,942.24,6305.76,1812,2018-11-07
Government,Mexico,Montana,High,2255,11275,5,20,45100,5863,39237,22550,2021-01-15
Government,Canada,Montana,High,1249,6245,5,20,24980,3247.4,21732.6,12490,2019-07-02
Government,United States of America,Paseo,High,1438,3596.25,10,7,10069.5,1309.04,8760.47,7192.5,2021-03-30
Small Business,Germany,Paseo,High,807,100875,10,300,242100,31473,210627,201750,2021-01-06
Government,United States of America,Paseo,High,2641,13205,10,20,52820,6866.6,45953.4,26410,2021-06-20
Government,Germany,Paseo,High,2708,13540,10,20,54160,7040.8,47119.2,27080,2020-02-19
Government,Canada,Paseo,High,2632,342160,10,350,921200,119756,801444,684320,2020-07-21
Enterprise,Canada,Paseo,High,1583,94980,10,125,197875,25723.75,172151.25,189960,2019-04-17
Channel Partners,Mexico,Paseo,High,571,856.5,10,12,6852,890.76,5961.24,1713,2021-08-10
Government,France,Paseo,High,2696,6740,10,7,18872,2453.36,16418.64,13480,2019-05-29
Midmarket,Canada,Paseo,High,1565,7825,10,15,23475,3051.75,20423.25,15650,2019-03-16
Government,Canada,Paseo,High,1249,6245,10,20,24980,3247.4,21732.6,12490,2019-10-28
Government,Germany,Paseo,High,357,46410,10,350,124950,16243.5,108706.5,92820,2021-05-08
Channel Partners,Germany,Paseo,High,1013,1519.5,10,12,12156,1580.28,10575.72,3039,2020-12-12
Midmarket,France,Velo,High,3997,19987.5,120,15,59962.5,7795.13,52167.38,39975,2019-11-28
Government,Canada,Velo,High,2632,342160,120,350,921200,119756,801444,684320,2020-12-01
Government,France,Velo,High,1190,2975,120,7,8330,1082.9,7247.1,5950,2020-01-09
Channel Partners,Mexico,Velo,High,604,906,120,12,7248,942.24,6305.76,1812,2019-04-20
Midmarket,Germany,Velo,High,660,3300,120,15,9900,1287,8613,6600,2021-07-15
Channel Partners,Mexico,Velo,High,410,615,120,12,4920,639.6,4280.4,1230,2021-02-21
Small Business,Mexico,Velo,High,2605,325625,120,300,781500,101595,679905,651250,2018-12-02
Channel Partners,Germany,Velo,High,1013,1519.5,120,12,12156,1580.28,10575.72,3039,2020-11-24
Enterprise,Canada,VTT,High,1583,94980,250,125,197875,25723.75,172151.25,189960,2019-02-11
Midmarket,Canada,VTT,High,1565,7825,250,15,23475,3051.75,20423.25,15650,2020-11-29
Enterprise,Canada,Amarilla,High,1659,99540,260,125,207375,26958.75,180416.25,199080,2020-09-04
Government,France,Amarilla,High,1190,2975,260,7,8330,1082.9,7247.1,5950,2019-04-04
Channel Partners,Mexico,Amarilla,High,410,615,260,12,4920,639.6,4280.4,1230,2019-12-29
Channel Partners,Germany,Amarilla,High,1770,2655,260,12,21240,2761.2,18478.8,5310,2020-04-21
Government,Mexico,Carretera,High,2579,12895,3,20,51580,7221.2,44358.8,25790,2019-07-29
Government,United States of America,Carretera,High,1743,8715,3,20,34860,4880.4,29979.6,17430,2019-01-08
Government,United States of America,Carretera,High,2996,7490,3,7,20972,2936.08,18035.92,14980,2019-04-09
Government,Germany,Carretera,High,280,700,3,7,1960,274.4,1685.6,1400,2019-11-07
Government,France,Montana,High,293,732.5,5,7,2051,287.14,1763.86,1465,2021-03-10
Government,United States of America,Montana,High,2996,7490,5,7,20972,2936.08,18035.92,14980,2020-03-03
Midmarket,Germany,Paseo,High,278,1390,10,15,4170,583.8,3586.2,2780,2021-08-15
Government,Canada,Paseo,High,2428,12140,10,20,48560,6798.4,41761.6,24280,2020-07-29
Midmarket,United States of America,Paseo,High,1767,8835,10,15,26505,3710.7,22794.3,17670,2019-04-29
Channel Partners,France,Paseo,High,1393,2089.5,10,12,16716,2340.24,14375.76,4179,2021-02-18
Government,Germany,VTT,High,280,700,250,7,1960,274.4,1685.6,1400,2021-01-29
Channel Partners,France,Amarilla,High,1393,2089.5,260,12,16716,2340.24,14375.76,4179,2019-09-21
Channel Partners,United States of America,Amarilla,High,2015,3022.5,260,12,24180,3385.2,20794.8,6045,2021-06-26
Small Business,Mexico,Carretera,High,801,100125,3,300,240300,33642,206658,200250,2020-07-06
Enterprise,France,Carretera,High,1023,61380,3,125,127875,17902.5,109972.5,122760,2021-05-30
Small Business,Canada,Carretera,High,1496,187000,3,300,448800,62832,385968,374000,2019-07-09
Small Business,United States of America,Carretera,High,1010,126250,3,300,303000,42420,260580,252500,2020-02-29
Midmarket,Germany,Carretera,High,1513,7565,3,15,22695,3177.3,19517.7,15130,2019-04-16
Midmarket,Canada,Carretera,High,2300,11500,3,15,34500,4830,29670,23000,2021-05-29
Enterprise,Mexico,Carretera,High,2821,169260,3,125,352625,49367.5,303257.5,338520,2020-09-10
Government,Canada,Montana,High,2227,289575,5,350,779625,109147.5,670477.5,579150,2020-04-07
Government,Germany,Montana,High,1199,155870,5,350,419650,58751,360899,311740,2020-03-31
Government,Canada,Montana,High,200,26000,5,350,70000,9800,60200,52000,2019-02-26
Government,Canada,Montana,High,388,970,5,7,2716,380.24,2335.76,1940,2020-11-25
Government,Mexico,Montana,High,1727,4317.5,5,7,12089,1692.46,10396.54,8635,2020-11-04
Midmarket,Canada,Montana,High,2300,11500,5,15,34500,4830,29670,23000,2018-12-08
Government,Mexico,Paseo,High,260,1300,10,20,5200,728,4472,2600,2021-02-10
Midmarket,Canada,Paseo,High,2470,12350,10,15,37050,5187,31863,24700,2020-12-27
Midmarket,Canada,Paseo,High,1743,8715,10,15,26145,3660.3,22484.7,17430,2020-11-19
Channel Partners,United States of America,Paseo,High,2914,4371,10,12,34968,4895.52,30072.48,8742,2021-01-31
Government,France,Paseo,High,1731,4327.5,10,7,12117,1696.38,10420.62,8655,2020-02-05
Government,Canada,Paseo,High,700,91000,10,350,245000,34300,210700,182000,2021-07-14
Channel Partners,Canada,Paseo,High,2222,3333,10,12,26664,3732.96,22931.04,6666,2018-12-05
Government,United States of America,Paseo,High,1177,153010,10,350,411950,57673,354277,306020,2019-05-11
Government,France,Paseo,High,1922,249860,10,350,672700,94178,578522,499720,2021-05-17
Enterprise,Mexico,Velo,High,1575,94500,120,125,196875,27562.5,169312.5,189000,2021-06-07
Government,United States of America,Velo,High,606,3030,120,20,12120,1696.8,10423.2,6060,2019-01-26
Small Business,United States of America,Velo,High,2460,307500,120,300,738000,103320,634680,615000,2021-04-09
Small Business,Canada,Velo,High,269,33625,120,300,80700,11298,69402,67250,2019-10-22
Small Business,Germany,Velo,High,2536,317000,120,300,760800,106512,654288,634000,2021-05-02
Government,Mexico,VTT,High,2903,7257.5,250,7,20321,2844.94,17476.06,14515,2020-02-07
Small Business,United States of America,VTT,High,2541,317625,250,300,762300,106722,655578,635250,2020-05-18
Small Business,Canada,VTT,High,269,33625,250,300,80700,11298,69402,67250,2019-07-15
Small Business,Canada,VTT,High,1496,187000,250,300,448800,62832,385968,374000,2020-06-13
Small Business,United States of America,VTT,High,1010,126250,250,300,303000,42420,260580,252500,2021-04-12
Government,France,VTT,High,1281,166530,250,350,448350,62769,385581,333060,2019-10-27
Small Business,Canada,Amarilla,High,888,111000,260,300,266400,37296,229104,222000,2019-12-24
Enterprise,United States of America,Amarilla,High,2844,170640,260,125,355500,49770,305730,341280,2019-01-14
Channel Partners,France,Amarilla,High,2475,3712.5,260,12,29700,4158,25542,7425,2019-11-04
Midmarket,Canada,Amarilla,High,1743,8715,260,15,26145,3660.3,22484.7,17430,2021-05-04
Channel Partners,United States of America,Amarilla,High,2914,4371,260,12,34968,4895.52,30072.48,8742,2020-01-23
Government,France,Amarilla,High,1731,4327.5,260,7,12117,1696.38,10420.62,8655,2021-01-30
Government,Mexico,Amarilla,High,1727,4317.5,260,7,12089,1692.46,10396.54,8635,2020-11-02
Midmarket,Mexico,Amarilla,High,1870,9350,260,15,28050,3927,24123,18700,2019-12-19
Enterprise,France,Carretera,High,1174,70440,3,125,146750,22012.5,124737.5,140880,2020-11-05
Enterprise,Germany,Carretera,High,2767,166020,3,125,345875,51881.25,293993.75,332040,2021-01-23
Enterprise,Germany,Carretera,High,1085,65100,3,125,135625,20343.75,115281.25,130200,2020-08-24
Small Business,Mexico,Montana,High,546,68250,5,300,163800,24570,139230,136500,2019-12-12
Government,Germany,Paseo,High,1158,5790,10,20,23160,3474,19686,11580,2019-09-23
Midmarket,Canada,Paseo,High,1614,8070,10,15,24210,3631.5,20578.5,16140,2019-08-09
Government,Mexico,Paseo,High,2535,6337.5,10,7,17745,2661.75,15083.25,12675,2019-03-03
Government,Mexico,Paseo,High,2851,370630,10,350,997850,149677.5,848172.5,741260,2019-05-16
Midmarket,Canada,Paseo,High,2559,12795,10,15,38385,5757.75,32627.25,25590,2021-06-05
Government,United States of America,Paseo,High,267,1335,10,20,5340,801,4539,2670,2019-07-01
Enterprise,Germany,Paseo,High,1085,65100,10,125,135625,20343.75,115281.25,130200,2019-01-19
Midmarket,Germany,Paseo,High,1175,5875,10,15,17625,2643.75,14981.25,11750,2019-06-25
Government,United States of America,Paseo,High,2007,260910,10,350,702450,105367.5,597082.5,521820,2020-08-31
Government,Mexico,Paseo,High,2151,279630,10,350,752850,112927.5,639922.5,559260,2020-02-19
Channel Partners,United States of America,Paseo,High,914,1371,10,12,10968,1645.2,9322.8,2742,2018-12-06
Government,France,Paseo,High,293,1465,10,20,5860,879,4981,2930,2020-10-01
Channel Partners,Mexico,Velo,High,500,750,120,12,6000,900,5100,1500,2020-02-29
Midmarket,France,Velo,High,2826,14130,120,15,42390,6358.5,36031.5,28260,2020-09-19
Enterprise,France,Velo,High,663,39780,120,125,82875,12431.25,70443.75,79560,2021-04-15
Small Business,United States of America,Velo,High,2574,321750,120,300,772200,115830,656370,643500,2021-06-28
Enterprise,United States of America,Velo,High,2438,146280,120,125,304750,45712.5,259037.5,292560,2019-10-07
Channel Partners,United States of America,Velo,High,914,1371,120,12,10968,1645.2,9322.8,2742,2020-12-05
Government,Canada,VTT,High,865,4327.5,250,20,17310,2596.5,14713.5,8655,2020-08-22
Midmarket,Germany,VTT,High,492,2460,250,15,7380,1107,6273,4920,2019-01-24
Government,United States of America,VTT,High,267,1335,250,20,5340,801,4539,2670,2020-04-13
Midmarket,Germany,VTT,High,1175,5875,250,15,17625,2643.75,14981.25,11750,2021-05-20
Enterprise,Canada,VTT,High,2954,177240,250,125,369250,55387.5,313862.5,354480,2021-06-30
Enterprise,Germany,VTT,High,552,33120,250,125,69000,10350,58650,66240,2021-08-29
Government,France,VTT,High,293,1465,250,20,5860,879,4981,2930,2020-05-29
Small Business,France,Amarilla,High,2475,309375,260,300,742500,111375,631125,618750,2020-05-31
Channel Partners,United States of America,Paseo,High,914,1371,10,12,10968,1645.2,9322.8,2742,2019-12-23
Government,Mexico,Amarilla,Medium,1679,260,350,587650,35259,552391,436540,115851,2020-11-27
Government,United States of America,Amarilla,Medium,727,260,350,254450,15267,239183,189020,50163,2019-06-11
Government,France,Amarilla,Medium,1403,260,7,9821,589.26,9231.74,7015,2216.74,2020-06-17
Government,France,Amarilla,Medium,2076,260,350,726600,43596,683004,539760,143244,2021-01-07
Government,France,Montana,Medium,1757,5,20,35140,2108.4,33031.6,17570,15461.6,2021-01-10
Midmarket,United States of America,Paseo,Medium,2198,10,15,32970,1978.2,30991.8,21980,9011.8,2018-09-25
Midmarket,Germany,Paseo,Medium,1743,10,15,26145,1568.7,24576.3,17430,7146.3,2020-09-11
Midmarket,United States of America,Paseo,Medium,1153,10,15,17295,1037.7,16257.3,11530,4727.3,2019-01-22
Government,France,Paseo,Medium,1757,10,20,35140,2108.4,33031.6,17570,15461.6,2019-02-11
Government,Germany,Velo,Medium,1001,120,20,20020,1201.2,18818.8,10010,8808.8,2020-10-17
Government,Mexico,Velo,Medium,1333,120,7,9331,559.86,8771.14,6665,2106.14,2019-07-21
Midmarket,United States of America,VTT,Medium,1153,250,15,17295,1037.7,16257.3,11530,4727.3,2020-10-16
Channel Partners,Mexico,Carretera,Medium,727,3,12,8724,610.68,8113.32,2181,5932.32,2020-01-29
Channel Partners,Canada,Carretera,Medium,1884,3,12,22608,1582.56,21025.44,5652,15373.44,2021-02-24
Government,Mexico,Carretera,Medium,1834,3,20,36680,2567.6,34112.4,18340,15772.4,2020-03-25
Channel Partners,Mexico,Montana,Medium,2340,5,12,28080,1965.6,26114.4,7020,19094.4,2021-03-17
Channel Partners,France,Montana,Medium,2342,5,12,28104,1967.28,26136.72,7026,19110.72,2020-03-08
Government,France,Paseo,Medium,1031,10,7,7217,505.19,6711.81,5155,1556.81,2018-12-01
Midmarket,Canada,Velo,Medium,1262,120,15,18930,1325.1,17604.9,12620,4984.9,2020-01-10
Government,Canada,Velo,Medium,1135,120,7,7945,556.15,7388.85,5675,1713.85,2020-04-25
Government,United States of America,Velo,Medium,547,120,7,3829,268.03,3560.97,2735,825.97,2018-12-20
Government,Canada,Velo,Medium,1582,120,7,11074,775.18,10298.82,7910,2388.82,2018-09-25
Channel Partners,France,VTT,Medium,1738,250,12,20862,1460.34,19401.66,5215.5,14186.16,2020-11-13
Channel Partners,Germany,VTT,Medium,2215,250,12,26580,1860.6,24719.4,6645,18074.4,2019-07-29
Government,Canada,VTT,Medium,1582,250,7,11074,775.18,10298.82,7910,2388.82,2018-09-08
Government,Canada,Amarilla,Medium,1135,260,7,7945,556.15,7388.85,5675,1713.85,2020-10-27
Government,United States of America,Carretera,Medium,1761,3,350,616350,43144.5,573205.5,457860,115345.5,2019-12-30
